all genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC screening 05082013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample ()*,input pool 1,,,output pool 1,,,input pool 2,,,output pool 2,,,input pool 3,,,output pool 3,,,BAC2B24,,,BAC2B5,,,,,,,,,
A_07_P037926,1,A,23.68677,0.38610935,A,7.086826,1,A,9.833548,1.5409892,A,10.86841,1,A,15.40825,2.332547,A,47.93435,0.45536894,A,7.492647,1.203241,A,19.48639,,,,,,,c_5172
A_07_P037923,1,A,4.10796,1.2905189,A,3.393201,1,A,7.797699,0.89402014,A,3.516968,1,A,4.932552,1.7874101,A,11.91948,0.82459843,A,5.98663,3.1311958,A,22.37469,,,,,,,c_5171
A_07_P033566,1,A,8.286791,0.77866024,A,4.934442,1,A,9.61892,0.88604045,A,6.112743,1,A,8.453105,1.4279234,A,16.09846,0.81093246,A,7.231874,2.7769456,A,24.37476,,,,,,,c_0941
A_07_P033562,1,A,14.81644,0.7637714,A,8.768855,0.99999994,A,8.233817,1.4130727,A,8.344916,1,A,5.058772,1.895563,A,12.78929,0.687236,A,6.216637,0.958846,A,8.537001,,,,,,,c_0940
A_07_P037915,1,A,6.126193,1.0532796,A,4.785595,1,A,11.35773,0.796812,A,6.490881,1,A,6.837059,2.022988,A,18.447,0.86665726,A,8.444282,1.0868316,A,10.4228,,,,,,,c_5169
A_07_P033557,1,A,4.703793,3.885342,A,15.05341,1,A,25.28679,5.52417,P,100.1883,1,A,8.668786,1.3996022,A,16.18177,0.8126841,A,12.58945,0.95818,A,14.60962,,,,,,,c_0939
A_07_P033552,1,A,16.93747,0.8348314,A,10.95678,1,A,14.31238,1.0066676,A,10.33366,1,A,5.549688,1.6616797,A,12.29926,0.5137972,A,6.070362,0.8963535,A,10.42339,,,,,,,c_0938
A_07_P033548,1,A,17.52839,1.0035695,A,13.63092,1,A,8.222258,1.420553,A,8.377314,1,A,5.684343,1.7585862,A,13.33236,1.1570792,A,15.44855,1.3057263,A,17.15867,,,,,,,c_0937
A_07_P033541,1,A,8.326981,1.3033643,A,8.409864,1,A,9.026437,0.7723203,A,3.200846,1,A,5.675078,1.9493356,A,14.7544,0.8402569,A,7.116472,1.0256636,A,8.549967,,,,,,,c_0936
A_07_P033536,0.99999994,A,5.615616,1.1490448,A,4.627128,1,P,502.5397,0.013872136,A,3.791612,1,A,7.012717,1.9054327,A,17.82145,0.9093658,A,8.296071,1.0906342,A,9.793091,,coxT,Putative regulator for prophage,,,1038063,c_0935
A_07_P033531,1,A,22.03385,0.29284918,A,4.264967,0.99999994,A,35.30053,0.19748428,A,4.792597,1,A,7.396895,1.6988294,A,16.75955,0.65027606,A,7.447452,0.7975723,A,8.990562,,,,,,,c_0934
A_07_P033530,0.99999994,A,5.456553,1.1825404,A,3.657904,1,P,99.23536,0.08111549,A,5.773331,1,A,15.82422,0.651835,A,13.75698,0.8560106,A,6.682769,0.98629445,A,7.57863,,,,,,,c_0933
A_07_P033521,1,A,5.794465,1.1135789,A,4.736927,1,A,11.44172,0.60928774,A,3.865361,1,A,6.474519,2.1476514,A,18.54532,0.88611555,A,8.146186,1.1138844,A,10.07885,,intT,Integrase for prophage,,,1038068,c_0932
A_07_P038381,1,A,6.931013,0.9309742,A,4.491688,1,A,10.37068,0.6722125,A,3.614591,1,A,6.312127,2.0896766,A,17.59211,2.732366,A,26.65959,0.9550116,A,9.171282,,,,,,,c_1528
A_07_P038374,1,A,10.69637,0.90100425,A,7.467907,1,A,9.505427,1.041425,A,7.09996,1,A,5.512611,10.082243,A,74.12721,0.7699089,A,6.728281,0.9215497,A,7.926663,,,,,,,c_1526
A_07_P038369,1,A,21.69432,1.1103325,P,18.66529,1,A,20.80394,0.57008576,A,8.506326,1,A,23.66496,0.4118414,A,12.99867,1.5864646,A,30.75232,1.8275181,A,34.86711,,,,,,,c_1525
A_07_P038365,1,A,27.59087,0.32181174,A,6.880229,1,A,12.1641,1.1650056,A,10.16399,1,A,6.501785,2.1900475,A,18.99106,1.0754758,A,14.00112,0.8215555,A,10.52703,,,,,,,c_1524
A_07_P040631,1,A,12.1593,0.53067154,A,4.763137,0.99999994,A,11.36736,1.2625067,A,10.29318,1,A,11.49047,18.731852,P,287.0659,0.73515964,A,8.426561,1.0249884,A,11.56364,,,,,,,c_1271
A_07_P040627,1,A,7.513392,0.85881245,A,4.521325,1,P,261.6175,0.026646918,A,4.757346,1,A,6.8589077,2.6015441,A,23.798485,0.7499306,A,7.660576,6.460333,M,64.95342,,,,,,,c_1270
A_07_P040625,1,A,5.280976,1.2218565,A,4.273301,1,A,10.28175,0.6780266,A,3.479962,1,P,38.05427,0.337011,A,17.10451,1.6241453,A,15.42385,0.935568,A,8.744805,,,,,,,c_1269
A_07_P038313,1,A,5.292266,1.2192498,A,4.270172,1,A,10.5469,0.66098094,A,3.492705,1,A,14.85094,0.9041489,A,17.90841,0.9104733,A,7.775931,1.0895267,A,9.158617,,,,,,,c_1503
A_07_P040610,1,A,5.731436,1.1258252,A,3.788012,1,A,8.713078,0.8000962,A,3.093103,0.99999994,A,5.530598,1.864803,A,13.75524,0.8712229,A,6.717156,1.5383068,A,11.67363,,,,,,,c_1266
A_07_P038305,1,A,7.55332,0.8542726,A,3.474289,1,A,8.12517,0.9894865,A,5.766318,0.99999994,A,5.026113,1.8745134,A,12.56562,0.81133306,A,6.155248,0.958127,A,7.154451,,,,,,,c_1501
A_07_P040605,1,A,10.51514,0.613648,A,4.751242,1,A,10.60389,0.6574285,A,3.85165,0.99999994,A,6.630143,49.204033,P,435.0976,0.90298164,A,8.200664,1.0970182,A,9.805975,,,,,,,c_1265
A_07_P006746,1,A,5.484602,1.1764928,A,4.426727,1,A,10.0376,0.6945186,A,3.584741,0.99999994,A,6.240598,12.023455,P,100.0734,0.9051317,A,7.793651,1.0948684,A,9.278931,,mcrA,e14 prophage; 5-methylcytosine-specific restriction endonuclease B,,chr:1210233-1210292,945727,b1159
A_07_P006740,1,A,7.962523,1.225856,A,7.563552,1,A,8.97454,0.7767864,A,3.196892,1,A,11.07024,1.0750021,A,15.87192,0.8672336,A,6.733875,1.044195,A,7.980267,,stfE,pseudo,,chr:1208460-1208401,945722,b1157
A_07_P006735,0.99999994,A,10.88417,0.8736301,A,7.368151,0.99999994,A,10.52715,0.66222095,A,3.813223,1,A,7.029239,3.169639,A,29.71538,0.89693946,A,8.155907,1.0898892,A,9.75435,,tfaE,e14 prophage; predicted tail fiber assembly protein,,chr:1208080-1208021,945723,b1156
A_07_P006725,1,A,27.58716,1.0110304,A,21.61259,1,P,76.05537,0.09775824,A,5.332606,0.99999994,A,9.568284,1.3774858,A,17.5786,1.0041947,A,21.15235,0.91289186,A,18.92635,,ycfK,e14 prophage; predicted protein,,chr:1207194-1207253,945726,b1154
A_07_P037897,1,A,14.71402,1.3283416,A,15.14526,1,A,13.80512,1.1437296,A,11.32452,1,P,165.3012,0.07833343,A,17.26976,0.55046135,A,8.362686,2.394306,A,35.80185,,,,,,,c_5164
A_07_P006711,1,A,6.129733,1.0526714,A,4.666874,1,A,11.1593,0.62470764,A,3.861295,1,A,6.569352,2.8655977,A,25.10735,6.5688562,P,68.64857,0.9501819,A,9.773617,,ymfP,pseudo,,chr:1206056-1206115,945703,b1152
A_07_P037889,1,A,5.328197,1.2110277,A,4.31423,1,A,19.74664,0.3530373,A,3.489747,0.99999994,A,5.983012,2.1328685,A,17.01951,0.9173282,A,7.529964,1.0826718,A,8.747256,,,,,,,c_5163
A_07_P037880,1,A,10.70781,0.9097564,A,7.548514,1,P,44.22215,0.15764275,A,3.562513,0.99999994,A,10.99135,0.9442108,A,13.8415,0.81350183,A,13.24741,2.786337,P,44.6594,,,,,,,c_5161
ETG07_105829,1,A,26.702946,1.0306177,A,21.325165,1,A,45.816227,0.41928655,A,13.778011,1,A,8.819824,4.4809265,A,52.70974,0.6790352,A,13.305604,0.7260247,A,14.0023365,,,,,,,
A_07_P006706,1,A,15.10751,0.69035083,A,8.081618,1,A,14.22614,0.49003452,A,4.810384,1,A,5.941919,4.5446687,A,36.01572,0.91781086,A,9.382016,0.83248454,A,8.375794,,ymfO,pseudo,,chr:1205278-1205337,945698,b1151
A_07_P053094,1,A,13.0165,0.62337863,A,6.287555,1,P,231.6663,0.6299427,P,104.6695,1,A,4.901389,1.8261889,A,12.17808,1.6348099,P,76.09976,3.4715667,P,159.0554,,ECs3032,putative regulatory protein,,,916736,ECs3032
A_07_P037875,1,A,5.095823,3.0691962,A,12.11922,0.99999994,A,9.517988,1.2466941,A,8.510623,1,A,5.949745,4.9000525,A,38.88322,0.87973386,A,9.065082,0.9250273,A,9.381705,,,,,,,c_5160
A_07_P053090,1,A,13.74537,0.4694377,A,4.378722,1,P,219.5612,0.6801596,P,107.1082,1,A,6.56583,2.1383057,A,18.72503,1.4957235,P,77.52852,2.4869514,P,126.8774,,ECs3031,putative transport protein,,,916735,ECs3031
A_07_P045479,1,A,13.88768,0.46462724,A,4.240752,0.99999994,P,199.1565,0.7161144,P,102.29,1,A,6.00664,2.1760368,A,17.43255,1.4313067,P,61.24518,3.0136223,P,126.9214,,Z3395,putative regulator,,,957075,Z3395
A_07_P037866,0.99999994,A,13.55912,0.4758859,A,4.707298,1,A,10.34084,0.67415214,A,4.606845,0.99999994,A,6.516219,2.1191845,A,18.41737,0.77422076,A,7.92652,24.68881,P,248.7853,,,,,,,c_5158
A_07_P053081,1,A,23.0008,0.69782495,A,12.43727,1,P,169.3286,0.6907124,P,83.8849,1,A,9.50715,1.3056941,A,16.55598,1.4976596,P,68.9011,2.7769456,P,125.744,,ECs3030,"putative gentisate 1,2-dioxygenase",,,916734,ECs3030
A_07_P045466,1,A,24.2641,0.39240476,A,7.377922,1,P,165.7206,0.68784314,P,81.75648,1,A,10.40803,9.112588,P,126.495,0.73352474,P,64.90869,1.487557,P,129.5593,,Z3393,"putative 1,2-dioxygenase",,,957071,Z3393
A_07_P053075,1,A,8.565429,1.2930183,A,8.582018,1,P,170.2765,0.526171,P,64.25958,1,A,5.722044,2.122852,A,16.20071,1.5642735,P,81.18746,2.8502936,P,145.6038,,ECs3028,putative glutathione-S-transferase,,,916732,ECs3028
A_07_P037855,1,A,5.778112,1.1167306,A,3.822245,1,A,8.734162,0.79816467,A,3.134612,1,A,5.419501,4.4694705,A,32.30565,0.8995227,A,6.696891,1.0793988,A,7.909514,,,,,,,c_5155
A_07_P045460,1,A,17.44456,0.36989152,A,3.879783,1,P,129.4047,0.6959622,P,64.59396,1,A,5.820001,2.0992424,A,16.29479,1.5331928,P,74.70749,3.2370968,P,155.2494,,Z3391,putative glutathione-S-transferase,,,957070,Z3391
ETG09_205211,1,A,5.1121187,1.4946533,A,5.9207544,1,A,29.209797,0.23866308,A,3.924287,1,A,5.966687,5.027803,A,40.01056,0.8928589,A,7.3117423,1.107141,A,8.923758,,,,,,,
A_07_P053053,1,A,7.380011,0.874334,A,3.879301,1,P,68.29902,0.11636998,A,5.700483,1,P,111.8931,0.107942104,A,16.10858,0.8300257,A,6.36142,0.9804426,A,7.39591,,ECs3013,putative integrase,,,916717,ECs3013
A_07_P053050,1,A,5.317891,1.2133746,A,4.344877,1,A,26.22352,0.35011882,A,6.585105,0.99999994,P,83.6845,0.11635866,A,12.98694,1.1409804,A,11.98948,0.80069256,A,8.281229,,ECs3012,putative excisionase,,,916716,ECs3012
A_07_P045438,1,A,5.490847,1.1751546,A,4.425594,1,A,10.20349,1.342454,A,9.824363,1,P,96.07637,0.14293253,A,18.31516,0.8074332,A,7.800494,0.9616303,A,9.143879,,intV,putative integrase for prophage CP-933V,,,956722,Z3375
A_07_P053044,1,A,7.602848,1.462128,A,8.613851,0.99999994,A,9.489833,0.7346072,A,3.362112,1,P,39.32472,0.31742254,A,16.64817,27.672836,P,246.0407,0.8995283,A,7.871817,,ECs3011,hypothetical protein,,,916715,ECs3011
A_07_P045434,1,A,8.191204,0.92739403,A,5.886372,1,A,10.902,0.63945144,A,3.62968,1,A,19.00039,0.67666024,A,17.14732,0.9078633,A,7.583104,1.0921366,A,8.978636,,Z3373,unknown protein encoded within prophage CP-933V,,,956963,Z3373
A_07_P053037,1,A,5.311357,1.2148674,A,4.202116,0.99999994,A,9.908798,0.7035464,A,3.495766,1,P,51.63373,0.23689453,A,16.31367,0.880059,A,7.655198,1.5018305,A,12.85797,,ECs3010,hypothetical protein,,,916714,ECs3010
A_07_P045427,1,A,5.033578,1.2819101,A,4.059623,1,A,10.03258,0.6948661,A,3.351179,1,P,47.13262,0.7599986,A,47.77465,2.064053,A,18.68811,0.9106011,A,8.114832,,Z3372,unknown protein encoded within prophage CP-933V,,,961175,Z3372
A_07_P053035,0.99999994,A,13.16526,0.4901228,A,3.68766,1,A,14.89757,0.46794876,A,3.039489,1,P,54.37057,0.1846634,A,13.39084,0.7332291,A,6.586169,0.8855915,A,7.829489,,ECs3009,hypothetical protein,,,916713,ECs3009
A_07_P045425,1,A,10.59937,0.7869368,A,6.463318,1,A,11.48887,0.60678726,A,3.904366,1,P,45.24613,0.30215696,A,18.2338,0.90956867,A,8.162909,1.0904313,A,9.631958,,Z3371,unknown protein encoded within prophage CP-933V,,,956994,Z3371
A_07_P033450,0.99999994,A,20.33934,0.31724697,A,4.787549,1,A,11.38235,1.3537135,A,11.05134,1,A,9.285673,1.5000868,A,18.57774,0.6246474,A,8.455373,0.8808721,A,11.73593,,,,,,,c_0852
A_07_P045418,1,A,10.421,1.8125519,A,14.63644,1,A,9.969085,0.6992919,A,3.371732,1,P,36.27264,0.3532226,A,17.08798,0.8026251,A,7.537193,0.95629615,A,8.838857,,Z3370,unknown protein encoded within prophage CP-933V,,,957042,Z3370
A_07_P053023,1,A,9.840864,1.1378636,A,8.67679,1,A,11.36957,0.95507544,A,7.788215,0.99999994,P,53.5695,0.25971502,A,18.55572,0.79805666,A,8.123859,0.9512502,A,9.53082,,ECs3007,hypothetical protein,,,916711,ECs3007
A_07_P037803,1,A,6.099063,1.0579648,A,3.683603,1,A,8.418673,0.8280759,A,3.00748,1,A,5.302881,1.9038993,A,13.46539,0.8899539,A,6.473214,1.0577197,A,7.572337,,,,,,,c_5143
A_07_P045401,1,A,8.755088,0.9822637,A,6.663835,1,A,8.03436,1.6639578,A,9.588482,1,P,56.1839,0.16746847,A,12.54897,0.9229004,A,11.26189,1.4202682,A,17.05822,,Z3365,putative host-nuclease inhibitor protein Gam of prophage CP-933V,,,957029,Z3365
A_07_P045400,0.99999994,A,7.635558,0.84507173,A,3.80439,0.99999994,A,8.961933,0.777879,A,3.110588,0.99999994,P,40.86341,0.2622565,A,14.29302,0.90520334,A,6.670156,1.0698719,A,7.759405,,Z3364,putative host killing protein Kil of prophage CP-933V,,,958550,Z3364
A_07_P033401,1,A,18.40946,0.96181816,A,13.72049,1,A,10.41055,1.3098842,A,9.78054,1,A,8.244893,1.7408011,A,19.14244,0.5880286,A,7.940583,1.0030159,A,13.33118,,,,,,,c_0808
A_07_P032997,0.99999994,A,23.02443,0.30547968,A,5.450129,0.99999994,A,8.771665,0.7947522,A,3.143645,1,A,5.41614,2.0832639,A,15.04864,0.98042375,A,9.696242,1.322449,A,12.87287,,,,,,,c_3557
A_07_P038299,1,A,21.70951,0.50331974,A,8.467001,1,A,8.741179,1.8932118,A,11.86931,1,A,23.48871,0.4748492,A,14.87572,0.6853746,A,11.23214,1.5101427,A,24.35899,,,,,,,c_1500
A_07_P032992,1,A,4.874194,1.2905189,A,3.933311,1,A,12.02727,0.69331896,A,5.98076,0.99999994,A,5.809077,1.9144413,A,14.83243,0.8304234,A,7.078607,1.038231,A,8.710619,,,,,,,c_3556
A_07_P038295,1,A,8.844145,1.065953,A,7.305157,1,A,9.628402,0.72403497,A,3.916186,1,A,8.256298,1.4610448,A,16.08837,0.8655524,A,7.222408,1.5352142,A,12.60853,,,,,,,c_1499
A_07_P040585,1,A,17.90547,0.43044105,A,5.97221,1,A,8.903864,0.78295225,A,3.213953,1,A,5.314753,8.072082,A,57.21788,0.7590488,A,6.560242,0.987145,A,8.397267,,,,,,,c_1259
A_07_P038274,1,A,16.74319,0.3853862,A,4.273045,1,A,14.52571,0.7755034,A,8.079367,1,A,9.793244,1.2229533,A,15.97348,0.63509834,A,7.559394,0.78460854,A,9.191912,,,,,,,c_1495
A_07_P040577,1,A,12.87588,0.587645,A,5.863104,1,A,37.80055,0.18442325,A,3.954095,1,A,6.83826,2.0992913,A,19.14615,0.8210811,A,8.193041,1.0188713,A,10.00657,,,,,,,c_1258
A_07_P040566,1,A,26.83743,0.5325006,A,11.0738,1,A,20.98,1.0564318,A,15.89656,1,A,14.59116,22.922112,P,446.0747,0.4668766,A,9.578446,0.5325868,A,10.7545,,,,,,,c_1255
A_07_P040561,0.99999994,A,6.583623,1.6625621,A,8.481614,1,P,98.43067,0.12701124,A,8.966623,1,P,40.66133,0.30459553,A,16.51841,0.4350166,A,7.688761,5.472235,P,95.19675,,iroB,Putative glucosyltransferase,,,1034935,c_1254
A_07_P038257,1,A,25.02604,0.81001306,A,15.70796,1,A,11.16485,1.9085084,A,15.28281,1,A,6.638831,2.1236675,A,18.80361,0.4694292,A,8.083921,1.757857,A,29.79493,,,,,,,c_1492
A_07_P038247,1,A,25.50394,0.6765601,A,13.37055,0.99999994,A,49.70848,0.5055879,P,18.02534,1,A,5.963641,11.238178,P,89.38621,0.53137493,A,11.71686,1.4004304,A,30.39335,,,,,,,c_1489
A_07_P040549,0.99999994,A,10.85215,0.5945913,A,4.358803,1,A,10.85545,0.64219356,A,3.891574,1,A,8.126321,1.6973912,A,18.39666,0.8931285,A,7.936965,1.0714967,A,9.372128,,iroE,IroE protein,,,1034932,c_1251
A_07_P006694,0.99999994,A,8.933298,0.72230816,A,4.423418,1,A,9.994059,0.90504086,A,6.487335,1,A,6.218544,7.476056,A,62.00467,0.8481248,A,7.751818,1.0270622,A,9.239477,,ymfM,e14 prophage; predicted protein,,chr:1203113-1203172,945715,b1148
A_07_P032934,1,A,7.018538,0.91936445,A,4.594984,1,A,10.76883,0.647359,A,4.635381,0.99999994,A,6.434999,2.102158,A,18.04168,2.3251107,A,26.23615,6.0675697,P,67.38731,,,,,,,c_3517
A_07_P038238,0.99999994,A,16.11637,0.4003752,A,3.797221,1,A,8.662256,54.668724,M,339.6458,1,A,5.403182,35.41406,P,255.2045,0.59821737,A,6.67409,1.1264956,A,12.36999,,,,,,,c_1488
A_07_P040540,1,A,7.794443,0.82784545,A,4.015801,1,P,149.4127,0.048279285,A,5.17374,0.99999994,A,5.211218,1.9430869,A,13.505,0.8759666,A,6.432816,1.0342748,A,7.475777,,,,,,,c_1249
A_07_P038235,0.99999994,A,20.03502,0.4298028,A,6.672594,1,A,10.81236,1.7248428,A,13.376,0.99999994,A,6.68104,2.5033844,A,22.30667,0.6891679,A,7.949042,0.8305638,A,9.429086,,,,,,,c_1487
A_07_P006687,1,A,5.35319,1.2537085,A,5.200497,0.99999994,A,10.73136,0.6496194,A,3.533635,1,A,6.459406,2.1170545,A,18.23844,0.9101398,A,7.891291,1.0898601,A,9.300741,,ymfL,e14 prophage; predicted DNA-binding transcriptional regulator,,chr:1202914-1202973,945717,b1147
A_07_P006683,1,A,16.24881,0.96775997,A,12.18498,1,A,23.96385,1.2075895,P,20.75545,0.99999994,A,11.74014,0.97437644,A,15.25679,0.42721614,A,7.18827,0.7339402,A,12.1547,,ymfT,e14 prophage; predicted DNA-binding transcriptional regulator,,chr:1202326-1202385,945720,b1146
A_07_P040530,1,A,4.978036,1.2905189,A,4.011878,1,A,10.22185,0.6819998,A,3.362559,1,A,5.624528,2.2902975,A,17.18071,6.3575387,P,57.44702,0.8878333,A,7.896175,,focX,Putative Regulatory protein,,,1034927,c_1247
A_07_P006675,1,A,16.46713,0.39184693,A,4.386993,1,A,22.74931,0.30644003,A,3.531023,1,A,6.05964,2.1497123,A,17.37362,0.7512837,A,7.624597,0.8883877,A,8.874058,,ymfJ,e14 prophage; predicted protein,,chr:1201072-1201013,945718,b1144
A_07_P006670,1,A,4.882596,1.2905189,A,3.958238,1,A,9.45361,0.737422,A,3.241199,1,A,5.65981,2.0509183,A,15.48151,0.91636395,A,7.012593,1.0836362,A,8.162083,,ymfI,e14 prophage; predicted protein,,chr:1200990-1201049,945712,b1143
A_07_P040521,1,A,24.5981,0.9562623,A,18.22696,0.99999994,A,11.62397,1.802209,A,15.02505,1,A,9.351823,4.464648,A,55.68607,4.307013,P,84.63006,1.9035801,A,36.81514,,,,,,,c_1246
A_07_P040520,1,A,5.501629,2.1559956,A,9.191254,1,A,11.01922,1.1543108,A,9.122836,1,A,29.63271,0.4496293,A,17.77007,0.7676047,A,7.681897,0.91747266,A,9.037136,,focH,F1C Putative fimbrial adhesin precursor,,,1036402,c_1245
A_07_P006662,1,A,15.63745,0.41263726,A,3.783645,1,A,8.909158,1.7407063,A,11.12291,1,A,6.931764,1.5338736,A,14.18066,0.59702945,A,6.62528,0.92856556,A,10.1421,,,,,chr:1200452-1200393,,b1142
A_07_P038200,1,A,4.605409,1.2905189,A,3.745693,1,A,8.753222,1.6881634,A,10.59836,0.99999994,A,5.553331,1.879409,A,13.91996,0.7992283,A,6.743874,0.980122,A,8.140022,,,,,,,c_1472
A_07_P006656,1,A,16.46827,1.0304635,A,13.14971,1,A,14.30666,1.3005489,A,13.34508,1,A,5.083849,1.8044418,A,12.23485,0.8025444,A,10.82171,3.7159872,P,49.31827,,xisE,e14 prophage; predicted excisionase,,chr:1200109-1200050,945705,b1141
A_07_P040507,1,A,19.487,0.34153375,A,5.157203,1,A,9.494019,0.7342833,A,3.477762,1,A,6.066459,1.7171971,A,13.89372,0.9448543,A,10.11363,2.4560869,A,25.87574,,focF,F1C minor fimbrial subunit F precursor,,,1035733,c_1243
A_07_P006651,1,A,5.590122,2.19835,A,9.522561,1,A,10.10896,0.8735856,A,6.333856,0.99999994,A,6.375638,1.8970525,A,16.13118,0.81687874,A,7.875716,1.0862496,A,10.30787,,intE,e14 prophage; predicted integrase,,chr:1198961-1198902,948034,b1140
A_07_P040500,1,A,14.46858,1.3963661,A,15.65528,0.99999994,A,25.62205,0.5110548,A,9.391558,1,A,7.599878,1.6537836,A,16.76287,0.77987486,A,10.53713,0.65948194,A,8.770153,,focC,F1C periplasmic chaperone,,,1036920,c_1241
A_07_P006648,1,A,5.774147,1.1174974,A,4.591356,0.99999994,A,10.75696,0.6480734,A,3.738623,1,A,10.10837,1.3247066,A,17.85928,0.86077803,A,7.990818,8.113995,P,74.13812,,lit,"e14 prophage; cell death peptidase, inhibitor of T4 late gene expression",,chr:1198520-1198579,948421,b1139
A_07_P006641,1,A,10.06848,1.8455411,A,14.3987,1,A,11.08737,1.0665596,A,8.481446,1,A,9.887364,1.4066923,A,18.54995,0.6140559,A,7.907366,1.5658963,A,19.84695,,ymfE,e14 prophage; predicted inner membrane protein,,chr:1197210-1197151,946722,b1138
A_07_P006636,1,A,5.69446,1.1331354,A,4.566459,1,A,10.52018,0.66265976,A,3.7014,1,A,6.452932,19.625235,P,168.9021,0.90677094,A,8.08019,1.093229,A,9.588307,,ymfD,e14 prophage; predicted SAM-dependent methyltransferase,,chr:1196411-1196352,945329,b1137
A_07_P045392,1,A,11.74035,0.54960835,A,4.708621,1,A,12.39272,0.5625318,A,3.932594,0.99999994,A,21.99467,0.6531482,A,19.15986,0.85972106,A,8.153281,1.0587296,A,9.882499,,Z3362,putative superinfection exclusion protein B of prophage CP-933V,,,957017,Z3362
A_07_P045388,1,A,9.513127,1.1851155,A,8.736141,1,A,10.12967,1.0485348,A,7.617884,1,P,54.58902,0.664769,A,48.39931,1.4951252,A,30.92365,4.482131,P,91.24406,,Z3361,putative transcription antitermination protein N of prophage CP-933V,,,959309,Z3361
A_07_P045384,0.99999994,A,12.41054,0.7401079,A,7.1174,1,A,10.68691,0.6523214,A,3.555145,1,P,95.76813,0.14025839,A,17.91484,1.2374252,A,17.04934,2.1334004,A,28.93129,,Z3360,unknown protein encoded within prophage CP-933V,,,960216,Z3360
A_07_P057347,1,A,6.297852,1.0245707,A,4.2126,1,A,9.789409,0.7794765,A,5.472878,1,A,5.616076,10.737518,A,80.42666,0.8761457,A,6.888969,1.0458857,A,8.094108,,ECs1121,putative host specificity protein,,,912880,ECs1121
A_07_P045376,1,A,4.139606,1.2905189,A,3.407031,0.99999994,A,7.911601,0.88114905,A,2.826054,1,P,51.30093,0.17715687,A,12.12122,0.8604845,A,6.00425,1.0177617,A,6.989863,,Z3358,putative repressor protein CI of prophage CP-933V,,,961320,Z3358
A_07_P045373,1,A,5.19776,2.0464337,A,8.242321,1,A,9.148917,0.7619809,A,3.248929,1,P,68.45192,0.17087778,A,15.60035,0.931804,A,7.845924,1.0394886,A,8.614817,,Z3357,putative regulatory protein CII of prophage CP-933V,,,957015,Z3357
A_07_P045369,1,A,6.452098,2.3963344,A,11.98075,1,A,26.85061,0.44379804,A,8.546648,1,A,5.980214,5.289856,A,42.19138,0.6424277,A,7.339431,0.95022833,A,10.68496,,Z3356,putative DNA replication protein O of prophage CP-933V,,,957881,Z3356
A_07_P045347,1,A,13.03731,1.1889843,A,12.01157,1,P,171.4152,0.040669087,A,3.642814,1,P,108.354,0.116587006,A,16.84838,0.5927686,A,6.431229,0.7008965,A,7.484616,,Z3352,unknown protein encoded within prophage CP-933V,,,957004,Z3352
A_07_P045345,1,A,6.206891,1.2343605,A,5.936791,1,A,11.14956,0.6252534,A,3.757495,1,P,334.8936,0.21764618,P,97.21226,1.0690755,A,12.5884,1.272352,A,14.74607,,Z3349,putative DNA methyltransferase encoded within prophage CP-933V,,,956991,Z3349
A_07_P045331,1,A,7.99452,0.9863677,A,6.110361,0.99999994,P,178.4879,0.39086276,P,50.03678,0.99999994,P,46.88455,0.28488514,A,17.81405,0.49226975,A,19.98492,1.3874806,P,55.44125,,Z3346,unknown protein encoded within prophage CP-933V,,,956976,Z3346
A_07_P037721,1,A,12.5164,0.5995302,A,5.814685,1,A,11.49626,0.6806589,A,5.612319,1,A,8.638989,1.6515241,A,19.02878,0.97653747,A,10.78431,1.8043982,A,19.61294,,,,,,,c_5081
A_07_P045323,1,A,17.98272,1.8090726,P,25.2085,1,P,268.179,0.38954327,P,74.92672,1,P,140.2605,0.11203095,A,20.95736,0.5865219,A,27.11134,1.3671131,P,62.19823,,stx1A,shiga-like toxin 1 subunit A encoded within prophage CP-933V,,,956968,Z3344
A_07_P037713,1,A,17.38467,0.67393273,A,9.078595,0.99999994,A,9.990245,1.1923324,A,8.543381,1,A,14.61938,0.8570788,A,16.7114,1.0660242,A,15.08711,1.6339754,A,22.761,,yddQ,Hypothetical ABC transporter permease protein yddQ,,,1038569,c_5079
A_07_P033357,1,A,9.288535,1.1832801,A,8.516683,1,A,11.042829,1.0169536,A,8.054483,1,A,6.404661,1.706788,A,14.579372,1.0493765,A,12.049266,10.054896,P,113.6354,,,,,,,c_0765
A_07_P045317,1,A,17.20943,0.7845527,A,10.46223,1,P,348.2789,0.43295693,P,108.1504,1,P,178.3642,0.1082244,A,25.74518,0.90991217,P,47.59389,1.0900878,P,56.12031,,stx1B,shiga-like toxin 1 subunit B encoded within prophage CP-933V,,,956702,Z3343
A_07_P037706,1,A,8.881273,0.7265393,A,4.580142,1,A,11.59154,0.6014127,A,3.775855,1,A,10.96188,2.8394306,A,41.51255,0.9030567,A,8.061348,1.0969434,A,9.637928,,,,,,,c_5078
A_07_P037701,1,A,4.373492,1.2905189,A,3.594739,1,A,8.234443,0.8466025,A,2.946046,0.99999994,A,5.221456,1.8438022,A,12.84012,1.0656297,A,9.232946,1.5953904,A,13.60529,,yddO,Hypothetical ABC transporter ATP-binding protein yddO,,,1038604,c_5077
